-0.067774415	0.092534274	-0.014368376	0.12822008	-0.096188724	0.045943998	-0.16997612	0.13066454	-0.063729845	0.07217168	-0.06172609	-0.033657078	0.059892245	0.0135442335	0.11576942	0.11844204
-0.18169685	0.20697747	0.021816902	0.12243366	-0.080746904	-0.011848321	-0.16310063	0.031782415	0.045201976	0.18120672	0.019590266	0.05635982	0.05146415	0.0652006	0.10474479	0.09710239
-0.25314662	0.24106309	-0.12811138	-0.05713051	0.09306851	-0.18069848	0.08264492	-0.117268115	0.1583647	0.23885857	0.13693342	0.20326887	-0.07903904	0.13931511	-0.14470653	-0.1445376
-0.18033437	0.15595867	0.016941648	0.10727142	-0.10107634	-0.0051256726	-0.15701093	0.020955943	0.019282775	0.1822458	0.017794067	-0.018306242	0.0443817	0.05285223	0.09434205	0.013884871
-0.16935338	0.18817225	-0.07424141	0.04087269	-0.075577304	-0.032123327	-0.05981693	0.021697123	0.055485304	0.19065663	0.054497685	0.059410185	0.024748217	0.059170995	-0.010309625	-0.0014374548
-0.062248733	0.08420491	0.0671573	0.14560495	-0.11157686	0.08699534	-0.14751212	0.071335286	-0.020751141	0.14856717	-0.04998245	-0.051805597	0.14637168	-0.09226628	0.09083611	0.12903781
-0.20206133	0.15682136	-0.0821856	-0.052473776	-0.0071100974	-0.05910499	-0.000118977274	-0.022163624	0.055124506	0.16622514	0.13258985	0.051177215	-0.025693014	0.049953237	-0.0112278	-0.033255253
-0.14959544	0.14298597	-0.11925153	0.007945977	-0.0023428164	-0.027821118	-0.014518183	0.0025074678	0.030464582	0.13506353	0.048712675	0.09652085	-0.025457814	0.11483557	0.0080703525	-0.020858057
-0.18760008	0.19304362	-0.13190821	-0.12569578	0.13106944	-0.14559622	0.028345754	-0.07294511	0.1933701	0.29894143	0.13968673	0.10811513	-0.106482774	0.1717799	-0.08144414	-0.082602695
-0.17852598	0.17714821	0.00044671164	0.048403315	0.010017667	-0.05519871	-0.061439913	-0.02487888	0.028745262	0.2556501	0.054647863	0.09243042	0.024171697	0.035508975	-0.07335626	-0.026308065
-0.022616358	0.024296846	0.081055924	0.21268596	-0.14461747	0.15705773	-0.23009402	0.16751204	-0.13931923	0.14218046	-0.08862249	-0.094915986	0.15185964	-0.10557444	0.11952248	0.15848729
-0.062275577	0.113553345	0.021168346	0.065500915	-0.06236971	0.019788789	-0.07334682	-0.005602535	-0.04183668	0.17259775	-0.0052252985	0.026821494	0.016758947	0.007641845	0.052479133	0.023742152
0.007648475	-0.022025606	0.06907591	0.17610246	-0.12504894	0.09589109	-0.18793796	0.1164997	-0.08371479	0.090223245	-0.10278904	-0.09805095	0.18066062	-0.063500635	0.15481557	0.16345297
-0.1885674	0.18126704	-0.08074391	-0.016757749	0.05931643	-0.043370552	2.1926302e-05	-0.027111843	0.09631677	0.1717892	0.12049736	0.10938951	-0.019727547	0.09102171	-0.005867449	-0.036819257
-0.06342366	0.05034669	0.04389429	0.069663554	-0.10766866	0.008557701	-0.14892893	0.10832467	-0.012983563	0.114642	-0.054870185	-0.01622859	0.061328854	-0.006444014	0.060729824	0.03119614
-0.14735581	0.119454555	-0.056095384	0.053847075	-0.03219824	-0.0097954385	-0.13748373	0.060211096	0.053115018	0.16741219	0.057321355	0.04250595	0.060127784	0.07058931	0.03223743	0.052224386
0.032526217	0.07341514	0.10000226	0.11613725	-0.15297215	0.03340009	-0.15036197	0.060704816	-0.08100267	0.18446349	-0.029454917	-0.047434017	0.15959817	-0.05824689	0.13301033	0.06598957
-0.08197399	0.06502018	0.028785106	0.110578954	-0.085793845	0.051775794	-0.17510082	0.10232057	-0.06463207	0.12000574	-0.037787806	-0.02658176	0.06750676	-0.08089454	0.06250935	0.039202537
-0.08862195	0.11874973	-0.07534784	-0.015190683	-0.008967894	-0.020092431	-0.039089527	0.03749311	0.031426657	0.06886382	-0.011287179	0.068320066	0.010363238	0.034176923	-0.010654824	0.0058946456
-0.054404344	0.12168842	0.004768743	0.027358502	-0.06028381	-0.002179197	-0.07961819	0.048407637	-0.0378738	0.12771448	0.03351886	-0.0005498389	0.08179361	0.015421814	0.08276111	0.028868206
0.07026787	-0.0742327	0.1811851	0.17111257	-0.1899073	0.18267399	-0.1404039	0.15424196	-0.12762696	0.025129309	-0.12719774	-0.094029434	0.21165176	-0.12785234	0.1447105	0.18807493
-0.2804192	0.30807352	-0.27583534	-0.22545528	0.21782346	-0.20129861	0.12431296	-0.19093286	0.27946815	0.35946274	0.24094497	0.25142837	-0.2469605	0.2563022	-0.21680112	-0.25330564
-0.055422008	0.13139187	0.022499623	0.09972554	-0.10114443	0.040703267	-0.103304215	0.038234975	-0.018299099	0.14314745	-0.01621446	-0.02757366	0.053378213	0.021624671	0.083895855	0.09192667
-0.16918084	0.12887079	-0.14086615	-0.06975227	0.078105636	-0.0689992	0.106237024	-0.10678472	0.08405439	0.109855495	0.09992582	0.06492339	-0.07532542	0.067945495	-0.059695847	-0.043165863
